"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"OR";6620.444259;"No";"Extended";"HSOB";"EMP";"M";25075;"SUBU";"SING";86;0;25;3;"PERS";412.8;"4D";"Medsize"
"AR";4078.290374;"No";"Premium";"BACH";"EMP";"M";57031;"RUR";"MAR";104;16;10;1;"PERS";13.810251;"4D";"Medsize"
"OR";8382.478392;"Yes";"Basic";"BACH";"EMP";"M";25998;"SUBU";"MAR";71;16;38;2;"PERS";791.878042;"4D";"Medsize"
"OR";4807.002259;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";69;4;69;9;"PERS";496.8;"4D";"Medsize"
"OR";4858.116042;"No";"Extended";"COLL";"EMP";"F";21685;"SUBU";"SING";127;0;70;1;"CORP";609.6;"SPO";"Large"
"CAL";7240.662339;"No";"Extended";"BACH";"EMP";"M";32818;"SUBU";"MAR";93;17;39;8;"PERS";446.4;"4D";"Medsize"
"OR";2736.53263;"No";"Basic";"BACH";"EMP";"M";39492;"SUBU";"MAR";68;12;9;1;"CORP";326.4;"4D";"Medsize"
"CAL";26197.41498;"Yes";"Basic";"HSOB";"DIS";"F";18495;"SUBU";"MAR";113;10;15;2;"PERS";542.4;"SUV";"Large"
"CAL";2336.286633;"No";"Basic";"COLL";"DIS";"F";21564;"RUR";"MAR";61;11;61;1;"CORP";49.014822;"2D";"Large"
"AR";2254.931708;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";65;0;51;1;"CORP";312;"4D";"Large"
"CAL";6376.754915;"No";"Extended";"BACH";"EMP";"M";27835;"SUBU";"DIV";81;18;46;3;"PERS";529.45565;"2D";"Medsize"
"NEV";2941.828805;"No";"Basic";"BACH";"EMP";"F";64431;"RUR";"DIV";74;19;49;1;"PERS";48.181699;"4D";"Medsize"
"AR";6199.962422;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";84;31;61;3;"PERS";604.8;"2D";"Small"
"WASH";6846.150323;"Yes";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"DIV";95;13;20;5;"PERS";456;"2D";"Large"
"NEV";14032.59376;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"MAR";191;14;94;8;"CORP";916.8;"LUX";"Medsize"
"OR";17569.15979;"No";"Basic";"COLL";"EMP";"M";41463;"SUBU";"MAR";74;2;78;2;"SPEC";355.2;"4D";"Medsize"
"OR";2448.859093;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";68;35;52;1;"PERS";489.6;"4D";"Medsize"
"AR";3857.770745;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";110;20;62;1;"CORP";792;"SPO";"Medsize"
"AR";4558.972934;"No";"Basic";"COLL";"EMP";"M";37709;"SUBU";"MAR";116;19;39;1;"CORP";556.8;"SUV";"Medsize"
"WASH";16710.83929;"No";"Extended";"DOCT";"EMP";"F";73049;"RUR";"SING";139;3;42;2;"PERS";284.43696;"SUV";"Medsize"
"NEV";3554.845264;"Yes";"Extended";"MAST";"EMP";"F";58557;"RUR";"MAR";88;4;83;1;"PERS";55.510526;"4D";"Large"
"AR";4671.416683;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";66;7;66;9;"PERS";475.2;"4D";"Medsize"
"AR";2909.547713;"No";"Basic";"HSOB";"EMP";"F";88944;"RUR";"SING";72;24;36;1;"PERS";113.805875;"4D";"Medsize"
"WASH";13411.31102;"No";"Basic";"MAST";"EMP";"F";26140;"RUR";"MAR";112;11;50;2;"PERS";229.70752;"SUV";"Medsize"
"AR";4574.924641;"No";"Basic";"MAST";"EMP";"M";32906;"SUBU";"SING";115;18;17;1;"PERS";552;"SUV";"Medsize"
"CAL";2771.045031;"Yes";"Basic";"COLL";"EMP";"F";50071;"RUR";"SING";71;3;32;1;"PERS";18.918935;"2D";"Medsize"
"OR";8038.949652;"No";"Premium";"COLL";"EMP";"M";71982;"SUBU";"SING";103;29;37;4;"CORP";494.4;"4D";"Small"
"OR";5143.647642;"No";"Basic";"COLL";"EMP";"M";58443;"SUBU";"MAR";65;24;71;6;"PERS";312;"4D";"Small"
"OR";5032.386371;"No";"Basic";"BACH";"EMP";"M";30735;"SUBU";"MAR";63;4;43;7;"PERS";307.080113;"2D";"Small"
"AR";26197.41498;"Yes";"Basic";"HSOB";"DIS";"F";18495;"SUBU";"MAR";113;10;15;2;"PERS";542.4;"SUV";"Large"
"WASH";4894.986713;"No";"Basic";"HSOB";"EMP";"F";67436;"SUBU";"MAR";61;6;28;4;"PERS";292.8;"4D";"Medsize"
"NEV";3193.459822;"No";"Extended";"MAST";"EMP";"M";52653;"URB";"SING";81;19;42;1;"PERS";230.300308;"2D";"Medsize"
"CAL";5096.673223;"Yes";"Basic";"MAST";"DIS";"F";22886;"SUBU";"DIV";65;9;81;3;"PERS";312;"4D";"Small"
"AR";7706.956035;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";73;3;33;2;"PERS";350.4;"4D";"Medsize"
"OR";3339.299496;"No";"Extended";"BACH";"EMP";"F";38821;"SUBU";"SING";87;14;64;1;"PERS";488.84232;"2D";"Small"
"WASH";9575.357152;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"MAR";134;13;11;6;"PERS";643.2;"SUV";"Medsize"
"OR";3557.196138;"No";"Extended";"COLL";"EMP";"F";39075;"RUR";"MAR";89;22;50;1;"PERS";142.415244;"2D";"Medsize"
"AR";3587.359906;"No";"Extended";"HSOB";"DIS";"M";16049;"SUBU";"MAR";93;3;8;1;"PERS";446.4;"4D";"Large"
"OR";2360.601748;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";65;14;5;1;"CORP";468;"4D";"Small"
"WASH";3023.887488;"No";"Extended";"DOCT";"DIS";"M";28383;"URB";"SING";81;11;20;1;"PERS";258.109435;"4D";"Medsize"
"OR";10926.69497;"No";"Premium";"HSOB";"EMP";"M";29418;"SUBU";"MAR";274;23;31;1;"PERS";1972.8;"LUXS";"Medsize"
"CAL";5325.724541;"Yes";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";73;17;44;7;"PERS";496.474767;"2D";"Medsize"
"AR";9915.90229;"No";"Extended";"BACH";"EMP";"M";30604;"SUBU";"DIV";131;35;76;3;"CORP";984.170299;"SUV";"Medsize"
"AR";5017.610845;"No";"Basic";"COLL";"EMP";"F";91804;"SUBU";"MAR";62;18;32;9;"SPEC";388.80286;"4D";"Large"
"OR";8625.836992;"No";"Basic";"HSOB";"EMP";"F";50446;"SUBU";"MAR";74;28;50;2;"PERS";355.2;"4D";"Medsize"
"CAL";8432.519368;"No";"Basic";"COLL";"EMP";"M";87728;"URB";"DIV";70;24;65;2;"PERS";201.589875;"4D";"Medsize"
"CAL";2642.932059;"No";"Basic";"COLL";"EMP";"M";58729;"RUR";"MAR";68;2;67;1;"CORP";94.845076;"4D";"Medsize"
"AR";3097.915845;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";89;16;59;1;"PERS";427.2;"4D";"Medsize"
"OR";19837.30548;"No";"Basic";"MAST";"UNEMP";"F";0;"SUBU";"MAR";67;22;0;2;"PERS";321.6;"4D";"Medsize"
"AR";2869.743883;"No";"Basic";"BACH";"EMP";"M";21234;"SUBU";"MAR";73;8;23;1;"PERS";378.333708;"4D";"Medsize"
"OR";4927.068115;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";73;30;29;3;"PERS";751.927019;"4D";"Small"
"CAL";4285.575678;"No";"Basic";"COLL";"EMP";"M";47823;"SUBU";"MAR";108;26;71;1;"PERS";518.4;"SPO";"Medsize"
"AR";8874.551335;"No";"Basic";"HSOB";"EMP";"F";84731;"RUR";"MAR";110;11;32;7;"PERS";226.738219;"SUV";"Medsize"
"CAL";2578.835541;"No";"Basic";"HSOB";"EMP";"F";59974;"RUR";"DIV";65;23;5;1;"CORP";127.233139;"4D";"Medsize"
"AR";6920.999642;"No";"Extended";"DOCT";"EMP";"M";67534;"RUR";"MAR";87;2;55;5;"PERS";104.905661;"4D";"Small"
"OR";2349.957291;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";70;21;5;1;"SPEC";716.67276;"4D";"Large"
"OR";4027.703503;"No";"Basic";"HSOB";"EMP";"M";27782;"SUBU";"MAR";103;20;54;1;"PERS";517.100887;"SUV";"Small"
"NEV";8481.310791;"No";"Basic";"HSOB";"EMP";"M";67197;"URB";"DIV";74;29;18;2;"PERS";275.608537;"2D";"Medsize"
"OR";5191.446028;"No";"Basic";"HSOB";"EMP";"M";86451;"RUR";"SING";65;0;99;3;"PERS";7.793078;"2D";"Medsize"
"AR";3572.49065;"No";"Extended";"BACH";"EMP";"M";56768;"SUBU";"DIV";92;11;57;1;"PERS";441.6;"2D";"Small"
"WASH";4869.240839;"No";"Basic";"HSOB";"EMP";"F";55593;"RUR";"MAR";61;13;52;3;"PERS";9.050204;"4D";"Medsize"
"AR";10395.70939;"No";"Extended";"BACH";"UNEMP";"F";0;"URB";"MAR";95;22;59;2;"PERS";337.79769;"4D";"Medsize"
"OR";5297.918924;"No";"Basic";"BACH";"EMP";"F";66203;"RUR";"MAR";66;15;38;8;"PERS";130.697268;"4D";"Medsize"
"WASH";8750.710415;"No";"Premium";"HSOB";"EMP";"F";25806;"SUBU";"MAR";110;20;43;5;"PERS";528;"4D";"Medsize"
"CAL";14941.90379;"No";"Basic";"BACH";"DIS";"F";22978;"SUBU";"MAR";190;8;53;4;"PERS";912;"LUX";"Medsize"
"OR";6503.397049;"Yes";"Extended";"HSOB";"DIS";"F";22081;"SUBU";"MAR";84;1;9;6;"SPEC";451.670309;"2D";"Small"
"AR";10110.96161;"No";"Extended";"COLL";"EMP";"F";96506;"URB";"MAR";124;4;22;3;"CORP";504.513989;"SUV";"Medsize"
"OR";6459.640843;"No";"Extended";"HSOB";"EMP";"M";23235;"SUBU";"MAR";82;32;46;3;"PERS";483.482031;"4D";"Large"
"AR";2769.252177;"No";"Basic";"BACH";"EMP";"M";40506;"RUR";"MAR";70;14;98;1;"PERS";113.724707;"4D";"Medsize"
"CAL";6778.84457;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";96;2;84;9;"PERS";460.8;"4D";"Small"
"OR";4492.518464;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";65;8;81;3;"PERS";312;"2D";"Medsize"
"CAL";5733.213979;"No";"Basic";"HSOB";"EMP";"F";79955;"RUR";"MAR";71;10;5;6;"PERS";142.932303;"4D";"Large"
"AR";3230.576665;"Yes";"Extended";"COLL";"EMP";"M";62873;"URB";"DIV";81;0;41;1;"CORP";207.75186;"4D";"Medsize"
"CAL";6314.492009;"No";"Extended";"MAST";"EMP";"F";66947;"SUBU";"MAR";78;13;12;6;"PERS";374.4;"4D";"Small"
"WASH";6013.73829;"No";"Extended";"COLL";"ML";"M";25646;"URB";"MAR";83;14;92;3;"PERS";377.917394;"4D";"Medsize"
"AR";2180.084066;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";64;14;96;1;"PERS";460.8;"4D";"Medsize"
"WASH";20096.89337;"Yes";"Basic";"HSOB";"EMP";"F";92766;"SUBU";"MAR";71;17;15;2;"PERS";379.029102;"2D";"Large"
"OR";5568.947534;"Yes";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";79;21;53;7;"PERS";407.440238;"2D";"Medsize"
"AR";51426.24815;"No";"Basic";"COLL";"EMP";"F";84650;"URB";"MAR";185;13;39;2;"PERS";660.474274;"LUX";"Medsize"
"NEV";8079.833042;"No";"Basic";"HSOB";"DIS";"F";13050;"SUBU";"MAR";102;1;77;6;"PERS";734.4;"SUV";"Medsize"
"AR";2674.730716;"Yes";"Basic";"COLL";"EMP";"M";56342;"SUBU";"SING";69;12;89;1;"PERS";331.2;"4D";"Small"
"OR";12421.86213;"No";"Basic";"BACH";"EMP";"M";58781;"URB";"DIV";106;31;37;2;"PERS";502.46107;"SUV";"Small"
"CAL";2311.118403;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";68;0;45;1;"PERS";489.6;"4D";"Medsize"
"AR";10255.80275;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";102;17;77;2;"PERS";734.4;"SPO";"Medsize"
"CAL";22103.5072;"Yes";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"MAR";102;35;48;2;"PERS";489.6;"SUV";"Medsize"
"WASH";2962.982516;"No";"Basic";"COLL";"EMP";"F";71809;"RUR";"DIV";74;14;3;1;"CORP";78.248458;"4D";"Medsize"
"AR";5764.862315;"No";"Basic";"BACH";"EMP";"M";40238;"SUBU";"MAR";73;17;88;9;"PERS";350.4;"4D";"Medsize"
"CAL";4700.421406;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";70;2;33;9;"PERS";504;"4D";"Medsize"
"NEV";4669.22664;"Yes";"Premium";"HSOB";"EMP";"F";76157;"SUBU";"MAR";116;15;80;1;"PERS";556.8;"2D";"Small"
"NEV";5384.015304;"No";"Basic";"COLL";"EMP";"F";30514;"RUR";"SING";72;3;87;6;"PERS";154.049617;"4D";"Medsize"
"CAL";7505.768149;"No";"Basic";"BACH";"EMP";"F";44485;"RUR";"MAR";62;5;74;2;"SPEC";79.893853;"4D";"Medsize"
"AR";10551.1476;"No";"Basic";"HSOB";"EMP";"M";50941;"SUBU";"SING";69;17;46;2;"PERS";331.2;"4D";"Small"
"AR";25900.19716;"No";"Basic";"COLL";"EMP";"M";53105;"URB";"MAR";110;6;65;2;"CORP";365.361427;"SUV";"Medsize"
"CAL";51016.06704;"No";"Premium";"MAST";"EMP";"F";25167;"URB";"MAR";140;3;76;2;"PERS";422.494292;"SUV";"Small"
"WASH";3575.04124;"No";"Extended";"COLL";"EMP";"M";30244;"URB";"MAR";92;11;72;1;"PERS";383.110633;"4D";"Medsize"
"CAL";11638.89947;"Yes";"Basic";"COLL";"ML";"F";25370;"SUBU";"MAR";102;10;77;2;"CORP";489.6;"SPO";"Large"
"OR";14050.17358;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"MAR";73;8;71;2;"CORP";350.4;"4D";"Small"
"AR";2379.825871;"No";"Basic";"HSOB";"EMP";"M";69202;"SUBU";"SING";61;33;12;1;"PERS";292.8;"2D";"Small"
"OR";5460.373249;"No";"Basic";"MAST";"EMP";"F";31530;"SUBU";"MAR";69;24;47;3;"PERS";331.2;"2D";"Medsize"
"CAL";6269.592055;"No";"Extended";"COLL";"EMP";"F";61040;"SUBU";"MAR";78;21;9;9;"PERS";391.942636;"2D";"Medsize"
"AR";8709.847614;"No";"Basic";"BACH";"EMP";"F";85185;"RUR";"MAR";107;26;91;5;"CORP";166.502804;"SUV";"Small"
"NEV";5024.777578;"No";"Basic";"MAST";"EMP";"F";78772;"RUR";"MAR";62;9;47;8;"PERS";86.274545;"4D";"Small"
"CAL";12515.18061;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";63;35;15;2;"SPEC";577.57549;"2D";"Medsize"
"OR";22325.82746;"No";"Basic";"MAST";"EMP";"M";99241;"RUR";"SING";70;22;27;2;"CORP";48.304125;"4D";"Large"
"AR";3059.056323;"No";"Extended";"BACH";"UNEMP";"F";0;"RUR";"MAR";83;29;52;1;"PERS";197.498882;"2D";"Medsize"
"NEV";6698.974274;"No";"Basic";"COLL";"DIS";"F";21114;"SUBU";"SING";180;7;59;1;"PERS";864;"LUX";"Medsize"
"NEV";5479.555081;"Yes";"Basic";"MAST";"EMP";"M";56005;"SUBU";"MAR";68;31;30;3;"CORP";326.4;"4D";"Small"
"OR";2472.469209;"Yes";"Basic";"COLL";"EMP";"F";63860;"URB";"MAR";62;26;81;1;"PERS";208.598246;"4D";"Medsize"
"AR";58207.12842;"No";"Extended";"HSOB";"DIS";"M";29295;"SUBU";"MAR";219;25;50;2;"PERS";1328.839129;"LUXS";"Large"
"AR";3430.316936;"No";"Extended";"HSOB";"EMP";"M";54339;"RUR";"MAR";86;10;52;1;"PERS";10.478305;"4D";"Large"
"CAL";2396.219292;"Yes";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";66;6;71;1;"CORP";433.160284;"4D";"Large"
"NEV";5964.345179;"No";"Basic";"COLL";"EMP";"F";98078;"SUBU";"MAR";73;5;79;6;"PERS";418.689402;"4D";"Large"
"AR";2605.599527;"No";"Basic";"COLL";"EMP";"M";20592;"URB";"SING";71;15;81;1;"PERS";195.153339;"2D";"Medsize"
"OR";4758.19231;"No";"Basic";"HSOB";"EMP";"M";72805;"SUBU";"MAR";62;13;34;3;"CORP";365.466805;"4D";"Medsize"
"WASH";5154.051492;"No";"Extended";"HSOB";"EMP";"F";55645;"SUBU";"DIV";129;23;33;1;"PERS";619.2;"SUV";"Medsize"
"CAL";2805.176489;"No";"Basic";"HSOB";"EMP";"M";98859;"SUBU";"DIV";70;3;57;1;"PERS";504;"4D";"Small"
"OR";4250.282624;"Yes";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";61;17;1;7;"CORP";292.8;"4D";"Small"
"OR";7247.736708;"No";"Basic";"COLL";"EMP";"M";23541;"RUR";"MAR";62;12;38;2;"PERS";98.923871;"2D";"Medsize"
"CAL";5008.789971;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";73;4;0;8;"CORP";350.4;"2D";"Medsize"
"AR";5821.787383;"No";"Basic";"BACH";"EMP";"F";60087;"SUBU";"SING";74;21;23;3;"SPEC";355.2;"4D";"Small"
"AR";18898.32653;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";132;23;33;2;"PERS";1405.292809;"SUV";"Medsize"
"AR";4756.913057;"No";"Extended";"COLL";"EMP";"F";48938;"SUBU";"DIV";121;23;20;1;"PERS";580.8;"SUV";"Large"
"CAL";8083.917906;"No";"Premium";"BACH";"EMP";"F";31506;"SUBU";"MAR";102;23;50;8;"PERS";601.074585;"4D";"Small"
"CAL";7417.406267;"No";"Basic";"BACH";"EMP";"M";67454;"SUBU";"MAR";185;3;71;1;"PERS";1332;"LUX";"Large"
"NEV";2538.62632;"Yes";"Basic";"BACH";"RET";"M";18608;"SUBU";"DIV";71;13;24;1;"PERS";340.8;"4D";"Medsize"
"WASH";2432.958093;"No";"Basic";"DOCT";"EMP";"F";28519;"RUR";"MAR";61;9;94;1;"PERS";111.865326;"4D";"Medsize"
"NEV";4170.687348;"Yes";"Basic";"MAST";"EMP";"F";29462;"SUBU";"SING";107;28;23;1;"PERS";513.6;"SUV";"Large"
"OR";2489.662064;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";74;3;64;1;"CORP";532.8;"4D";"Small"
"NEV";3758.950734;"No";"Extended";"BACH";"EMP";"F";58300;"RUR";"MAR";94;25;55;1;"PERS";24.04838;"4D";"Medsize"
"OR";42389.00791;"No";"Extended";"COLL";"EMP";"M";82554;"RUR";"MAR";132;6;15;2;"PERS";154.749492;"SPO";"Medsize"
"CAL";29830.38714;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";102;10;85;2;"PERS";489.6;"SPO";"Medsize"
"CAL";26134.90739;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"DIV";111;1;72;2;"PERS";673.262794;"SPO";"Small"
"AR";2453.570794;"Yes";"Basic";"BACH";"ML";"M";29735;"SUBU";"SING";69;3;92;1;"PERS";331.2;"4D";"Medsize"
"AR";2855.925747;"No";"Basic";"BACH";"EMP";"F";50738;"SUBU";"DIV";71;11;48;1;"PERS";344.470631;"4D";"Large"
"OR";5771.610372;"No";"Basic";"HSOB";"EMP";"F";65709;"RUR";"DIV";72;33;77;3;"CORP";12.945127;"4D";"Medsize"
"CAL";8098.51111;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";123;22;25;6;"PERS";885.6;"SUV";"Medsize"
"AR";3432.961074;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";95;16;28;1;"PERS";456;"4D";"Medsize"
"AR";9408.343519;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";85;11;27;2;"CORP";408;"4D";"Medsize"
"CAL";5595.971365;"No";"Basic";"BACH";"RET";"F";19651;"SUBU";"MAR";72;3;68;5;"PERS";345.6;"2D";"Small"
"WASH";7260.833833;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";72;18;25;2;"PERS";744.026708;"4D";"Small"
"AR";13438.04189;"No";"Basic";"COLL";"EMP";"F";69693;"SUBU";"MAR";112;34;62;2;"SPEC";537.6;"SPO";"Small"
"AR";7324.285428;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";104;10;74;7;"SPEC";1114.092784;"SUV";"Small"
"CAL";2357.801509;"No";"Basic";"COLL";"UNEMP";"F";0;"URB";"MAR";65;5;59;1;"PERS";294.502382;"4D";"Medsize"
"AR";2671.295549;"No";"Basic";"COLL";"EMP";"F";45525;"SUBU";"MAR";66;1;41;1;"PERS";316.8;"2D";"Small"
"OR";2938.814981;"No";"Basic";"BACH";"EMP";"F";96765;"URB";"MAR";72;28;61;1;"PERS";216.01091;"2D";"Medsize"
"OR";4911.002585;"No";"Basic";"COLL";"EMP";"M";32903;"RUR";"MAR";64;4;41;3;"PERS";98.33116;"4D";"Medsize"
"CAL";5498.940679;"Yes";"Basic";"COLL";"ML";"M";22520;"SUBU";"MAR";73;17;64;3;"CORP";350.4;"4D";"Medsize"
"CAL";4757.242856;"No";"Premium";"HSOB";"EMP";"F";67486;"URB";"MAR";118;3;26;1;"PERS";529.493769;"2D";"Large"
"NEV";2926.886293;"No";"Basic";"COLL";"EMP";"F";92381;"URB";"MAR";72;24;27;1;"SPEC";234.774747;"4D";"Medsize"
"CAL";8509.850887;"Yes";"Basic";"MAST";"DIS";"M";26057;"SUBU";"DIV";74;3;63;2;"PERS";523.888845;"4D";"Small"
"OR";9928.986032;"No";"Extended";"DOCT";"EMP";"F";75716;"RUR";"SING";247;2;32;1;"PERS";562.088587;"LUX";"Medsize"
"CAL";10089.79095;"No";"Extended";"HSOB";"EMP";"F";63657;"SUBU";"SING";128;1;26;7;"CORP";614.4;"SPO";"Medsize"
"AR";5073.282126;"Yes";"Extended";"DOCT";"EMP";"M";57709;"SUBU";"MAR";125;10;26;1;"PERS";600;"SUV";"Medsize"
"OR";16301.9676;"Yes";"Extended";"MAST";"RET";"F";19614;"SUBU";"MAR";85;21;32;2;"PERS";574.024018;"2D";"Medsize"
"CAL";3360.269641;"No";"Extended";"HSOB";"EMP";"M";75216;"RUR";"MAR";84;23;39;1;"CORP";65.803328;"4D";"Medsize"
"NEV";7907.133288;"No";"Basic";"COLL";"EMP";"M";24666;"RUR";"MAR";101;32;51;3;"PERS";151.835574;"SPO";"Medsize"
"NEV";28328.46548;"No";"Basic";"HSOB";"ML";"F";20799;"URB";"SING";111;20;28;2;"PERS";388.995233;"SPO";"Medsize"
"CAL";4467.705159;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";64;10;34;4;"CORP";307.2;"4D";"Medsize"
"OR";9035.671134;"Yes";"Premium";"HSOB";"EMP";"F";34337;"SUBU";"MAR";113;20;44;9;"PERS";542.4;"4D";"Large"
"OR";5364.469352;"No";"Extended";"BACH";"EMP";"M";53562;"URB";"MAR";135;24;35;1;"PERS";589.628918;"SUV";"Medsize"
"NEV";2706.606128;"No";"Basic";"COLL";"ML";"F";22664;"SUBU";"DIV";73;0;8;1;"PERS";350.4;"2D";"Small"
"AR";6167.854162;"No";"Premium";"HSOB";"EMP";"M";27289;"SUBU";"MAR";158;4;78;1;"PERS";758.4;"SPO";"Medsize"
"AR";2476.046413;"No";"Basic";"MAST";"EMP";"F";54831;"RUR";"MAR";61;7;45;1;"PERS";136.2171;"4D";"Medsize"
"CAL";3056.990764;"No";"Extended";"HSOB";"EMP";"F";78310;"SUBU";"MAR";76;4;24;1;"PERS";364.8;"4D";"Medsize"
"CAL";5217.513287;"Yes";"Basic";"BACH";"EMP";"F";39854;"URB";"DIV";66;6;4;7;"CORP";261.930545;"2D";"Medsize"
"OR";6744.190752;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";90;3;74;4;"PERS";547.912576;"4D";"Medsize"
"AR";15739.92367;"No";"Extended";"MAST";"EMP";"F";48096;"URB";"MAR";131;10;3;2;"PERS";450.090267;"SPO";"Medsize"
"AR";7153.671737;"No";"Extended";"HSOB";"EMP";"F";59522;"SUBU";"MAR";89;0;8;3;"CORP";427.2;"4D";"Small"
"WASH";8263.482214;"No";"Extended";"HSOB";"UNEMP";"M";0;"RUR";"MAR";79;11;45;2;"CORP";46.464625;"2D";"Large"
"CAL";3142.739611;"No";"Extended";"BACH";"EMP";"M";43285;"URB";"SING";83;35;77;1;"CORP";265.742679;"2D";"Medsize"
"CAL";2691.596929;"No";"Basic";"COLL";"EMP";"M";33104;"SUBU";"MAR";70;10;23;1;"PERS";336;"2D";"Small"
"AR";2500.837384;"No";"Basic";"COLL";"EMP";"M";56172;"SUBU";"DIV";64;0;74;1;"PERS";307.2;"4D";"Small"
"OR";3728.873486;"No";"Extended";"MAST";"EMP";"M";83632;"RUR";"MAR";94;7;86;1;"PERS";216.839496;"4D";"Medsize"
"AR";2937.165583;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"DIV";81;16;69;1;"PERS";388.8;"2D";"Medsize"
"CAL";10391.78109;"No";"Extended";"BACH";"EMP";"M";81439;"RUR";"SING";90;25;40;2;"PERS";108.118855;"2D";"Medsize"
"CAL";2994.351694;"No";"Basic";"COLL";"EMP";"F";55911;"URB";"MAR";74;7;40;1;"PERS";187.934331;"4D";"Medsize"
"OR";14203.6226;"No";"Basic";"BACH";"EMP";"M";90456;"RUR";"MAR";71;26;40;2;"PERS";165.057816;"4D";"Medsize"
"AR";4490.549093;"No";"Basic";"BACH";"UNEMP";"F";0;"URB";"SING";64;13;11;3;"PERS";254.404622;"2D";"Medsize"
"WASH";10963.95723;"Yes";"Premium";"HSOB";"EMP";"M";55687;"SUBU";"DIV";276;33;91;1;"PERS";1324.8;"LUXS";"Medsize"
"CAL";3508.569533;"Yes";"Extended";"COLL";"ML";"M";20978;"SUBU";"MAR";98;19;96;1;"PERS";1176.2788;"4D";"Small"
"OR";4942.873707;"No";"Basic";"HSOB";"EMP";"M";82093;"URB";"DIV";62;17;3;3;"PERS";266.932542;"4D";"Medsize"
"AR";6218.662593;"No";"Premium";"HSOB";"EMP";"M";51944;"SUBU";"MAR";156;12;96;1;"CORP";748.8;"SPO";"Medsize"
"NEV";6156.363979;"No";"Extended";"COLL";"EMP";"M";78824;"URB";"DIV";77;10;12;6;"PERS";267.699403;"4D";"Medsize"
"CAL";21423.63723;"Yes";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";65;9;31;2;"SPEC";312;"2D";"Medsize"
"CAL";5926.729379;"Yes";"Extended";"COLL";"RET";"M";23091;"SUBU";"MAR";96;28;90;5;"PERS";460.8;"4D";"Medsize"
"OR";10295.46521;"No";"Extended";"COLL";"EMP";"F";24723;"SUBU";"MAR";129;20;0;5;"CORP";619.2;"SPO";"Medsize"
"AR";2710.811423;"No";"Basic";"BACH";"EMP";"M";31998;"SUBU";"MAR";69;31;70;1;"CORP";331.2;"4D";"Small"
"CAL";3363.004143;"No";"Extended";"COLL";"EMP";"F";80138;"URB";"MAR";83;3;33;1;"PERS";209.427344;"4D";"Medsize"
"CAL";3122.984111;"No";"Extended";"COLL";"EMP";"M";72916;"SUBU";"SING";80;25;72;1;"PERS";384;"2D";"Medsize"
