"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS";"Cluster"
"OR";2665.737082;"No";"Basic";"BACH";"EMP";"F";81538;"URB";"DIV";66;3;46;1;"PERS";272.844816;"4D";"S";1
"OR";3230.576665;"Yes";"Extended";"COLL";"EMP";"M";62873;"URB";"DIV";81;0;41;1;"PERS";207.75186;"4D";"M";1
"OR";17367.27409;"No";"Premium";"HSOB";"EMP";"M";66245;"RUR";"MAR";145;22;58;2;"PERS";181.501424;"SUV";"M";1
"OR";10595.81033;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"DIV";102;22;20;2;"PERS";734.4;"SUV";"S";1
"CAL";5999.380228;"No";"Premium";"COLL";"DIS";"M";26303;"SUBU";"DIV";165;16;47;1;"PERS";956.589903;"SUV";"S";3
"CAL";17006.00256;"No";"Basic";"BACH";"EMP";"F";58620;"SUBU";"MAR";71;11;51;2;"CORP";340.8;"4D";"M";1
"CAL";3954.344534;"Yes";"Basic";"BACH";"DIS";"M";18375;"SUBU";"MAR";103;8;50;1;"PERS";535.080276;"SPO";"L";3
"NEV";3589.372361;"No";"Extended";"COLL";"EMP";"F";30944;"URB";"DIV";92;15;46;1;"PERS";348.216284;"4D";"S";3
"AR";7329.777554;"No";"Premium";"COLL";"EMP";"M";59630;"SUBU";"MAR";185;9;67;1;"PERS";888;"SUV";"M";3
"NEV";7380.570445;"No";"Basic";"BACH";"EMP";"F";53957;"RUR";"MAR";184;19;80;1;"CORP";61.554272;"LUXS";"M";3
"OR";7472.672033;"No";"Extended";"HSOB";"EMP";"M";44385;"SUBU";"SING";97;6;31;7;"CORP";465.6;"4D";"S";2
"OR";8500.12195;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";119;1;58;7;"PERS";856.8;"SPO";"M";2
"CAL";19357.79964;"No";"Premium";"HSOB";"EMP";"F";25561;"SUBU";"MAR";163;3;25;2;"CORP";983.374985;"SUV";"M";1
"CAL";5846.114411;"No";"Premium";"HSOB";"EMP";"M";85956;"URB";"MAR";145;0;85;1;"CORP";510.381882;"SUV";"S";3
"AR";2231.786517;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";61;26;79;1;"PERS";311.404068;"4D";"S";3
"OR";4864.527356;"No";"Extended";"BACH";"EMP";"M";37406;"SUBU";"MAR";122;23;38;1;"CORP";1134.960471;"SUV";"S";1
"CAL";4594.292826;"No";"Basic";"HSOB";"EMP";"F";39053;"SUBU";"MAR";114;5;66;1;"PERS";547.2;"SPO";"M";3
"OR";3044.003202;"No";"Extended";"HSOB";"EMP";"M";24475;"SUBU";"SING";84;11;55;1;"PERS";604.8;"4D";"M";3
"WASH";2759.978287;"Yes";"Basic";"BACH";"EMP";"M";92296;"SUBU";"MAR";69;4;65;1;"PERS";331.2;"2D";"M";1
"OR";11064.29047;"No";"Extended";"HSOB";"EMP";"M";29484;"SUBU";"MAR";93;19;51;2;"PERS";446.4;"2D";"M";3
"CAL";7555.828789;"No";"Premium";"COLL";"UNEMP";"M";0;"SUBU";"SING";114;19;50;3;"PERS";820.8;"4D";"M";1
"OR";7469.557777;"No";"Extended";"COLL";"EMP";"M";48088;"RUR";"MAR";94;25;73;4;"PERS";134.828318;"2D";"M";2
"CAL";4920.492369;"No";"Basic";"BACH";"EMP";"M";21366;"SUBU";"MAR";63;20;47;3;"PERS";302.4;"2D";"S";3
"AR";12298.6863;"Yes";"Basic";"HSOB";"ML";"M";17101;"SUBU";"SING";113;1;88;2;"SPEC";542.4;"SUV";"M";3
"WASH";4630.363287;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";64;15.3737888832228;59;4;"PERS";460.8;"4D";"S";1
"CAL";4636.54647;"Yes";"Basic";"COLL";"RET";"M";26802;"SUBU";"MAR";66;7;43;5;"PERS";316.8;"2D";"M";2
"AR";20467.71796;"No";"Basic";"HSOB";"EMP";"M";89025;"URB";"MAR";64;32;10;2;"PERS";179.251604;"4D";"L";1
"CAL";3792.829528;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";104;23;76;1;"PERS";748.8;"SUV";"M";3
"CAL";17526.17908;"No";"Extended";"BACH";"EMP";"F";52228;"SUBU";"MAR";220;29;72;8;"PERS";1056;"LUXS";"M";3
"CAL";4715.469193;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";126;13;91;1;"PERS";694.357961;"SUV";"M";3
"CAL";2288.763508;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"DIV";63;11;30;1;"PERS";344.288189;"4D";"L";1
"CAL";5670.132321;"No";"Basic";"COLL";"EMP";"M";83086;"URB";"MAR";71;1;43;3;"PERS";320.486645;"4D";"M";1
"WASH";7228.993348;"No";"Extended";"HSOB";"EMP";"M";53214;"SUBU";"MAR";91;21;76;3;"PERS";436.8;"4D";"L";3
"OR";11009.13049;"Yes";"Premium";"BACH";"EMP";"F";51643;"SUBU";"SING";283;16;43;1;"SPEC";1358.4;"LUX";"M";3
"AR";5639.941974;"Yes";"Basic";"HSOB";"EMP";"M";73168;"SUBU";"MAR";70;21;50;3;"CORP";425.800112;"4D";"M";3
"WASH";11196.46002;"No";"Premium";"BACH";"UNEMP";"F";0;"SUBU";"MAR";298;26;94;1;"PERS";2145.6;"LUX";"M";3
"CAL";12840.43291;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";90;1;94;2;"PERS";648;"2D";"L";1
"OR";8828.380695;"No";"Basic";"DOCT";"EMP";"M";61246;"RUR";"MAR";110;15.1286863270777;21;3;"PERS";159.239518;"SPO";"M";1
"WASH";13268.79263;"No";"Premium";"HSOB";"EMP";"M";32762;"URB";"MAR";112;26;74;2;"CORP";326.926833;"4D";"M";3
"CAL";3728.874098;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";69;21;54;3;"PERS";496.8;"2D";"M";3
"NEV";4983.114656;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";133;9;85;1;"PERS";957.6;"SPO";"L";3
"WASH";13727.79972;"Yes";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";126;12;4;2;"PERS";604.8;"SUV";"M";1
"CAL";8343.751519;"No";"Basic";"COLL";"EMP";"F";64127;"RUR";"SING";71;31;19;2;"PERS";72.862304;"4D";"M";1
"OR";7191.831645;"No";"Basic";"HSOB";"UNEMP";"M";0;"URB";"MAR";67;9;54;2;"PERS";308.54976;"2D";"M";1
"WASH";13759.14695;"No";"Extended";"BACH";"RET";"F";16794;"SUBU";"SING";96;7;31;2;"PERS";460.8;"4D";"M";1
"NEV";9788.713108;"No";"Extended";"BACH";"EMP";"M";31930;"RUR";"MAR";83;19;30;2;"PERS";37.699658;"4D";"M";1
"OR";3360.44356;"No";"Extended";"MAST";"EMP";"M";74918;"URB";"SING";85;13;74;1;"SPEC";314.246507;"2D";"M";3
"OR";4887.794108;"No";"Extended";"BACH";"EMP";"M";70742;"RUR";"MAR";124;3;64;1;"PERS";211.68058;"SUV";"S";3
"OR";7582.113842;"Yes";"Basic";"COLL";"EMP";"M";64801;"URB";"MAR";64;23;19;2;"CORP";268.471802;"4D";"M";1
"CAL";2516.213745;"No";"Basic";"BACH";"EMP";"F";48829;"URB";"SING";64;23;70;1;"PERS";300.312635;"4D";"M";3
"CAL";3571.34607;"No";"Extended";"DOCT";"EMP";"F";73853;"SUBU";"SING";89;7;35;1;"PERS";427.2;"4D";"S";1
"AR";9868.595441;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";99;25;23;2;"PERS";712.8;"4D";"M";1
"OR";5375.821564;"No";"Basic";"BACH";"EMP";"M";66844;"RUR";"MAR";70;11;80;5;"PERS";104.977375;"4D";"M";2
"CAL";4254.620669;"Yes";"Basic";"HSOB";"DIS";"F";11904;"SUBU";"SING";61;34;11;3;"CORP";292.8;"2D";"S";1
"CAL";3061.052283;"No";"Extended";"BACH";"EMP";"M";56869;"URB";"SING";83;25;34;1;"PERS";269.406119;"4D";"M";1
"AR";2414.770722;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";67;3;54;1;"PERS";482.4;"2D";"L";1
"WASH";4526.52638;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";68;20;44;7;"PERS";326.4;"4D";"M";2
"AR";5635.294733;"No";"Basic";"COLL";"EMP";"M";59325;"URB";"MAR";71;13;75;3;"CORP";229.686659;"4D";"M";3
"AR";8254.698836;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";115;19;60;9;"CORP";552;"SPO";"L";2
"WASH";7320.070571;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"SING";112;30;29;3;"PERS";806.4;"2D";"M";1
"CAL";3933.813993;"Yes";"Basic";"HSOB";"EMP";"M";25927;"SUBU";"SING";103;6;20;1;"PERS";674.973614;"SUV";"M";1
"AR";2433.089468;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"DIV";71;31;79;1;"CORP";493.055291;"4D";"M";3
"CAL";5706.955563;"No";"Basic";"BACH";"EMP";"M";83073;"RUR";"MAR";71;15;46;3;"CORP";10.42277;"2D";"M";3
"OR";2585.444463;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";73;14;36;1;"PERS";350.4;"4D";"M";1
"OR";2659.70565;"Yes";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"DIV";87;4;4;1;"SPEC";420.041981;"4D";"M";1
"AR";5310.861767;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";72;17;11;3;"PERS";345.6;"4D";"S";1
"AR";5874.820212;"No";"Basic";"COLL";"EMP";"F";35301;"RUR";"MAR";74;23;68;7;"PERS";128.643975;"4D";"M";2
"CAL";8579.889155;"No";"Basic";"COLL";"DIS";"F";21829;"SUBU";"DIV";111;6;59;3;"PERS";532.8;"SPO";"M";3
"WASH";8903.966435;"No";"Premium";"BACH";"ML";"F";15142;"SUBU";"MAR";116;7;5;3;"PERS";792.609747;"2D";"S";1
"AR";8149.769437;"No";"Basic";"DOCT";"UNEMP";"F";0;"SUBU";"MAR";71;28;76;2;"CORP";340.8;"2D";"M";3
"AR";2570.162134;"No";"Basic";"BACH";"EMP";"M";58498;"SUBU";"MAR";67;6;1;1;"PERS";321.6;"4D";"S";1
"NEV";2585.56013;"No";"Basic";"HSOB";"EMP";"F";64592;"SUBU";"MAR";64;12;57;1;"PERS";307.2;"4D";"M";3
"CAL";2844.849804;"No";"Basic";"BACH";"EMP";"M";80306;"SUBU";"DIV";71;15.1785246617198;12;1;"CORP";340.8;"2D";"M";1
"CAL";4633.550875;"No";"Basic";"BACH";"EMP";"F";29105;"RUR";"MAR";117;28;31;1;"PERS";272.612048;"SPO";"M";1
"AR";6678.899026;"No";"Extended";"BACH";"EMP";"F";47137;"RUR";"MAR";84;5;11;5;"PERS";161.640052;"4D";"M";1
"NEV";2222.865016;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";62;5;54;1;"CORP";446.4;"2D";"M";1
"WASH";8522.759016;"No";"Basic";"DOCT";"UNEMP";"F";0;"SUBU";"MAR";109;19;2;3;"CORP";723.786607;"SUV";"M";1
"OR";25082.1789;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";100;27;58;2;"PERS";1000.850446;"SUV";"M";3
"WASH";3479.260311;"No";"Extended";"COLL";"EMP";"F";66711;"URB";"MAR";86;25;92;1;"CORP";366.381387;"2D";"S";3
"OR";7851.582939;"No";"Basic";"HSOB";"EMP";"F";48943;"RUR";"MAR";65;17;50;2;"CORP";105.068788;"2D";"M";3
"AR";2509.508795;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";71;20;48;1;"PERS";511.2;"4D";"S";1
"OR";2854.26694;"No";"Basic";"HSOB";"EMP";"F";34807;"SUBU";"SING";73;8;90;1;"PERS";472.043042;"2D";"S";3
"OR";8879.790017;"Yes";"Basic";"HSOB";"EMP";"F";52583;"URB";"SING";113;12;59;7;"PERS";528.20086;"SUV";"S";2
"CAL";8392.618913;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"MAR";111;6;51;4;"CORP";617.396701;"SPO";"M";1
"WASH";5279.478432;"No";"Basic";"HSOB";"EMP";"F";92589;"SUBU";"MAR";65;29;20;9;"PERS";312;"4D";"L";2
"OR";8272.330818;"No";"Basic";"COLL";"EMP";"M";96689;"RUR";"MAR";103;34;80;5;"PERS";37.802583;"SPO";"M";2
"NEV";7662.429999;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";73;28;19;2;"CORP";525.6;"4D";"M";1
"CAL";4899.977003;"No";"Extended";"DOCT";"EMP";"M";76594;"SUBU";"MAR";122;26;9;1;"PERS";832.453791;"SUV";"M";1
"AR";4508.862933;"No";"Basic";"BACH";"EMP";"M";83777;"URB";"MAR";112;18;74;1;"PERS";377.354191;"SPO";"S";3
"WASH";3094.320237;"No";"Extended";"COLL";"EMP";"F";20954;"SUBU";"MAR";78;15.1286863270777;27;1;"SPEC";534.501024;"4D";"M";1
"NEV";4383.150505;"No";"Basic";"MAST";"EMP";"M";84491;"RUR";"SING";110;0;0;1;"PERS";156.282093;"SUV";"M";1
"OR";2530.705137;"Yes";"Basic";"BACH";"EMP";"F";89451;"RUR";"SING";63;11;2;1;"PERS";61.769564;"4D";"M";1
"AR";8291.659086;"No";"Basic";"HSOB";"EMP";"F";85132;"URB";"MAR";106;0;60;3;"PERS";501.134524;"SUV";"M";1
"AR";8164.31273;"No";"Basic";"COLL";"DIS";"M";11193;"SUBU";"SING";114;2;88;6;"PERS";820.8;"SUV";"S";2
"OR";2337.35182;"No";"Basic";"HSOB";"ML";"F";28806;"SUBU";"MAR";61;13;90;1;"PERS";292.8;"4D";"S";3
"WASH";9002.409572;"No";"Premium";"HSOB";"EMP";"M";76184;"SUBU";"MAR";111;23;19;3;"CORP";532.8;"2D";"S";1
"CAL";5389.499465;"Yes";"Extended";"COLL";"EMP";"M";66429;"RUR";"MAR";136;35;93;1;"CORP";57.712985;"SPO";"M";3
"CAL";2721.585434;"No";"Basic";"HSOB";"EMP";"F";43278;"SUBU";"MAR";68;10;10;1;"PERS";326.4;"4D";"S";1
"CAL";6005.847375;"Yes";"Extended";"COLL";"RET";"M";13528;"SUBU";"SING";86;21;35;3;"PERS";412.8;"4D";"M";1
"CAL";5555.830205;"Yes";"Basic";"BACH";"EMP";"M";74015;"SUBU";"SING";72;12;61;6;"PERS";471.443077;"4D";"S";2
"NEV";5470.060561;"Yes";"Extended";"BACH";"EMP";"F";54507;"SUBU";"MAR";138;20;11;1;"PERS";702.990032;"SUV";"M";1
"OR";15610.90065;"No";"Premium";"MAST";"UNEMP";"F";0;"URB";"MAR";119;3;52;2;"PERS";439.352186;"4D";"M";1
"AR";2616.613903;"Yes";"Basic";"COLL";"EMP";"M";72302;"SUBU";"DIV";66;6;27;1;"CORP";316.8;"2D";"M";1
"OR";4681.52815;"No";"Basic";"BACH";"DIS";"F";14606;"SUBU";"MAR";72;2;94;4;"PERS";439.772868;"4D";"M";3
"AR";4890.1093;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"DIV";68;21;59;7;"PERS";689.282166;"4D";"S";2
"AR";7457.344801;"No";"Basic";"COLL";"EMP";"F";43406;"SUBU";"MAR";187;6;49;1;"PERS";897.6;"LUXS";"M";3
"AR";22185.88045;"No";"Basic";"MAST";"EMP";"F";60426;"RUR";"SING";62;0;97;2;"CORP";133.284622;"2D";"M";3
"CAL";5305.087084;"No";"Basic";"BACH";"ML";"M";26334;"SUBU";"SING";71;15.3737888832228;94;3;"PERS";340.8;"2D";"M";3
"WASH";9470.624437;"No";"Extended";"COLL";"EMP";"F";22514;"URB";"MAR";80;22;96;2;"PERS";203.469143;"4D";"M";3
"AR";3548.148767;"No";"Extended";"DOCT";"EMP";"F";76114;"SUBU";"MAR";88;6;97;1;"PERS";422.4;"4D";"M";3
"OR";2451.535793;"No";"Basic";"BACH";"EMP";"M";48791;"RUR";"MAR";62;27;0;1;"PERS";69.794432;"2D";"M";1
"CAL";8652.652451;"No";"Premium";"BACH";"EMP";"M";65605;"URB";"MAR";111;2;72;7;"CORP";377.781658;"2D";"M";2
"OR";2535.223185;"No";"Basic";"HSOB";"EMP";"F";69259;"SUBU";"DIV";63;3;30;1;"PERS";362.51794;"4D";"S";1
"OR";4314.065657;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";64;16;42;5;"PERS";460.8;"4D";"S";1
"OR";6731.050335;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";62;0;5;2;"CORP";446.4;"4D";"M";1
"OR";7779.588181;"No";"Basic";"BACH";"EMP";"F";90969;"URB";"SING";65;7;22;2;"PERS";190.751345;"4D";"M";1
"NEV";2805.286098;"No";"Extended";"COLL";"EMP";"M";50180;"URB";"SING";77;30;93;1;"PERS";360.499075;"4D";"M";3
"WASH";5251.968272;"No";"Basic";"MAST";"EMP";"M";41991;"RUR";"SING";67;14;75;3;"PERS";88.382536;"4D";"L";3
"AR";8044.872393;"Yes";"Basic";"BACH";"EMP";"M";71391;"URB";"MAR";67;29;39;2;"PERS";284.000172;"4D";"M";1
"CAL";4250.282624;"Yes";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";61;17;1;7;"PERS";292.8;"4D";"S";2
"AR";13891.67638;"No";"Basic";"COLL";"EMP";"F";70725;"SUBU";"DIV";70;2;0;2;"CORP";336;"4D";"M";1
"OR";2725.356404;"Yes";"Basic";"MAST";"EMP";"F";36650;"RUR";"MAR";69;2;70;1;"PERS";56.60333;"4D";"L";3
"WASH";4779.893422;"No";"Basic";"HSOB";"EMP";"M";54194;"RUR";"MAR";119;9;90;1;"PERS";112.268583;"SUV";"M";3
"OR";4808.957973;"No";"Basic";"BACH";"ML";"F";23554;"RUR";"MAR";61;12;17;6;"PERS";142.459804;"2D";"M";2
"AR";8658.863813;"Yes";"Basic";"COLL";"EMP";"M";62464;"URB";"MAR";109;23;45;4;"CORP";400.181882;"SPO";"M";1
"OR";9215.541928;"No";"Basic";"COLL";"EMP";"F";71888;"SUBU";"MAR";115;14;33;4;"PERS";552;"SUV";"S";1
"CAL";5068.426258;"No";"Basic";"COLL";"EMP";"M";80846;"URB";"SING";65;9;32;9;"CORP";227.183015;"4D";"M";2
"OR";4879.713235;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";67;7;84;5;"PERS";321.6;"4D";"M";2
"AR";13466.92071;"Yes";"Basic";"HSOB";"DIS";"F";11432;"SUBU";"MAR";119;11;9;2;"CORP";571.2;"SUV";"S";1
"OR";13306.18451;"No";"Premium";"COLL";"EMP";"F";39017;"URB";"MAR";170;10;4;3;"PERS";592.85751;"SUV";"M";1
"CAL";7350.182328;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";108;7;54;4;"PERS";777.6;"SPO";"M";1
"AR";4822.436037;"No";"Basic";"BACH";"EMP";"M";73769;"RUR";"DIV";61;24;84;6;"CORP";121.654567;"4D";"M";2
"AR";3554.845264;"Yes";"Extended";"MAST";"EMP";"F";58557;"RUR";"MAR";88;4;83;1;"PERS";55.510526;"4D";"L";3
"NEV";3135.579831;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";91;12;6;1;"CORP";707.264022;"4D";"S";1
"OR";57520.50151;"No";"Premium";"COLL";"EMP";"F";48367;"SUBU";"MAR";161;10;34;2;"PERS";772.8;"SUV";"M";3
"AR";2515.411468;"No";"Basic";"COLL";"EMP";"M";39718;"SUBU";"MAR";65;1;55;1;"PERS";366.531664;"4D";"M";1
"OR";7247.495684;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"MAR";96;31;64;3;"PERS";460.8;"4D";"L";3
"OR";4878.950256;"No";"Basic";"HSOB";"EMP";"F";43358;"SUBU";"MAR";61;2;83;6;"CORP";400.294938;"2D";"S";2
"CAL";2971.919417;"No";"Extended";"BACH";"EMP";"F";83873;"URB";"SING";76;5;36;1;"PERS";218.374041;"2D";"M";1
"CAL";11302.60169;"No";"Extended";"DOCT";"EMP";"F";22361;"SUBU";"MAR";95;15;42;2;"PERS";530.667993;"4D";"S";1
"CAL";7996.597066;"No";"Extended";"BACH";"EMP";"F";70061;"SUBU";"MAR";99;2;57;3;"CORP";699.517349;"4D";"S";3
"CAL";7411.813055;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";73;6;19;2;"PERS";525.6;"4D";"L";1
"AR";3179.474225;"No";"Extended";"BACH";"EMP";"F";65742;"URB";"MAR";79;6;0;1;"PERS";277.360797;"4D";"M";1
"WASH";22658.53652;"Yes";"Basic";"BACH";"RET";"M";23665;"SUBU";"MAR";67;19;50;2;"PERS";404.817249;"4D";"M";1
"CAL";3774.861293;"No";"Extended";"COLL";"EMP";"M";66457;"SUBU";"MAR";95;15.1286863270777;76;1;"PERS";456;"4D";"M";3
"AR";8224.770259;"No";"Basic";"BACH";"EMP";"F";82634;"URB";"SING";104;8;74;3;"PERS";324.097433;"SUV";"M";1
"OR";2563.582441;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";69;11;60;1;"CORP";331.2;"4D";"S";3
"OR";2393.915369;"Yes";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";70;24;10;1;"PERS";425.266308;"4D";"M";1
"NEV";2453.570794;"Yes";"Basic";"BACH";"ML";"M";29735;"SUBU";"SING";69;3;92;1;"PERS";331.2;"4D";"M";3
"CAL";5143.878519;"No";"Basic";"COLL";"EMP";"M";61417;"URB";"MAR";65;6;35;7;"PERS";206.01822;"2D";"M";2
"OR";7378.510732;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";105;3;12;4;"PERS";756;"SUV";"S";2
"CAL";2574.198807;"No";"Basic";"HSOB";"EMP";"M";43846;"RUR";"MAR";65;16;33;1;"PERS";125.52458;"4D";"L";3
"AR";22315.05787;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";67;33;54;2;"PERS";482.4;"4D";"M";3
"NEV";2430.484375;"No";"Basic";"COLL";"EMP";"F";33775;"SUBU";"MAR";61;24;95;1;"PERS";292.8;"2D";"M";3
"OR";6160.999344;"No";"Extended";"COLL";"EMP";"M";96988;"SUBU";"SING";77;1;60;3;"PERS";369.6;"2D";"M";1
"AR";7912.132168;"No";"Premium";"BACH";"UNEMP";"M";0;"SUBU";"SING";114;26;34;7;"PERS";820.8;"2D";"L";2
"OR";5534.821886;"No";"Basic";"DOCT";"EMP";"F";81945;"RUR";"SING";68;19;45;9;"PERS";47.451832;"4D";"S";2
"AR";2382.672856;"No";"Basic";"BACH";"UNEMP";"F";0;"RUR";"MAR";65;24;47;1;"PERS";27.031485;"4D";"M";3
"NEV";6991.248087;"No";"Basic";"BACH";"ML";"F";19019;"SUBU";"MAR";186;7;46;1;"PERS";1003.050834;"LUXS";"M";3
"OR";2885.328202;"No";"Basic";"BACH";"EMP";"F";62579;"URB";"MAR";72;33;53;1;"PERS";326.242099;"4D";"M";1
"CAL";41787.90343;"Yes";"Premium";"HSOB";"EMP";"F";46587;"SUBU";"DIV";119;34;74;2;"PERS";571.2;"4D";"M";1
"AR";2848.564466;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";81;26;58;1;"PERS";583.2;"4D";"M";3
"AR";8123.023295;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";78;15;47;2;"SPEC";561.6;"4D";"S";1
"WASH";9661.103686;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";135;1;98;9;"CORP";648;"SUV";"M";2
"CAL";4488.134688;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";66;1;61;9;"CORP";758.460636;"4D";"S";2
"CAL";4561.27302;"No";"Premium";"COLL";"ML";"M";29327;"SUBU";"MAR";118;26;21;1;"SPEC";627.898468;"4D";"S";1
"OR";11546.17372;"No";"Extended";"MAST";"EMP";"M";81081;"RUR";"MAR";96;32;34;2;"CORP";206.211089;"4D";"M";1
"OR";3788.814643;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";106;27;89;1;"PERS";763.2;"SUV";"M";3
"NEV";13502.63148;"No";"Basic";"MAST";"EMP";"M";57222;"URB";"MAR";112;3;88;2;"PERS";297.187468;"SPO";"M";3
"AR";8563.968057;"No";"Basic";"COLL";"EMP";"M";91147;"RUR";"MAR";107;4;79;7;"PERS";50.473675;"SPO";"S";2
"CAL";2913.475108;"No";"Basic";"HSOB";"EMP";"F";76638;"SUBU";"SING";73;2;55;1;"PERS";435.189747;"4D";"S";1
"CAL";7540.584824;"No";"Basic";"BACH";"EMP";"M";29697;"RUR";"MAR";64;6;43;2;"PERS";147.128736;"4D";"M";1
"AR";6950.532764;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";61;27;90;2;"CORP";301.402778;"4D";"M";3
"AR";7255.137772;"No";"Basic";"COLL";"EMP";"F";67352;"URB";"MAR";181;7;80;1;"PERS";560.947563;"LUX";"S";3
"OR";4334.064096;"Yes";"Extended";"BACH";"RET";"F";23904;"SUBU";"SING";123;1;67;1;"PERS";590.4;"SUV";"M";3
"AR";6307.497245;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"MAR";88;16;28;7;"PERS";422.4;"4D";"S";2
"CAL";5904.847853;"No";"Basic";"BACH";"EMP";"F";89953;"URB";"SING";74;3;42;3;"CORP";274.165887;"4D";"M";1
"CAL";4794.481412;"No";"Basic";"HSOB";"RET";"M";20862;"SUBU";"DIV";68;1;69;9;"PERS";326.4;"4D";"S";2
"NEV";9180.154161;"No";"Basic";"COLL";"EMP";"F";47663;"RUR";"DIV";114;35;24;8;"PERS";103.702555;"SPO";"M";2
"WASH";8355.512557;"No";"Premium";"MAST";"EMP";"M";49564;"SUBU";"DIV";105;8;29;5;"CORP";661.608936;"4D";"S";1
"CAL";13869.92705;"Yes";"Basic";"COLL";"EMP";"M";28432;"SUBU";"MAR";118;1;59;2;"PERS";612.300581;"SUV";"S";3
"CAL";13452.1928;"No";"Premium";"COLL";"EMP";"M";32356;"URB";"MAR";117;11;35;2;"PERS";428.490681;"2D";"M";1
"OR";16798.85832;"No";"Basic";"HSOB";"EMP";"M";55269;"SUBU";"DIV";71;32;15;2;"PERS";340.8;"2D";"M";1
"CAL";8273.111579;"No";"Premium";"COLL";"UNEMP";"F";0;"URB";"DIV";116;6;78;3;"PERS";509.513764;"4D";"L";3
"OR";7408.836056;"No";"Extended";"HSOB";"EMP";"M";76771;"RUR";"DIV";95;15.1286863270777;82;7;"PERS";91.674854;"2D";"L";2
"NEV";4349.30875;"Yes";"Basic";"COLL";"EMP";"F";75648;"RUR";"MAR";108;28;10;1;"CORP";112.660916;"SUV";"L";1
"OR";4744.967459;"No";"Basic";"DOCT";"EMP";"M";20698;"URB";"SING";68;21;72;5;"PERS";248.422693;"2D";"M";3
"OR";17208.05642;"No";"Basic";"HSOB";"EMP";"F";29734;"SUBU";"DIV";63;12;86;2;"CORP";649.83837;"2D";"M";3
"NEV";8673.587;"No";"Basic";"BACH";"EMP";"M";43963;"SUBU";"MAR";110;25;59;7;"CORP";528;"SUV";"M";2
"CAL";2497.910013;"No";"Basic";"HSOB";"EMP";"M";29465;"SUBU";"MAR";63;6;9;1;"PERS";302.4;"4D";"M";1
"AR";32069.87526;"No";"Basic";"HSOB";"EMP";"F";24851;"SUBU";"SING";103;8;99;2;"PERS";604.289428;"SUV";"M";3
