"State";"Customer.Lifetime.Value";"Response";"Coverage";"Education";"EmploymentStatus";"Gender";"Income";"Location.Code";"Marital.Status";"Monthly.Premium.Auto";"Months.Since.Last.Claim";"Months.Since.Policy.Inception";"Number.of.Policies";"Policy.Type";"Total.Claim.Amount";"Vehicle.Class";"Vehicle.Size"
"Washington";20067.40315;"No";"Premium";"Bachelor";"Employed";"F";85165;"Urban";"Single";101;8;81;2;"Personal Auto";384.31404;"Four-Door Car";"Medsize"
"Nevada";3871.778009;"No";"Premium";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";111;10;75;1;"Personal Auto";799.2;"Four-Door Car";"Medsize"
"California";4171.300175;"No";"Basic";"Bachelor";"Employed";"F";36723;"Suburban";"Married";106;13;18;1;"Personal Auto";580.091966;"SUV";"Medsize"
"California";6689.022728;"Yes";"Extended";"High School or Below";"Employed";"M";56980;"Suburban";"Married";84;33;70;7;"Personal Auto";599.000883;"Two-Door Car";"Medsize"
"Arizona";9009.219409;"No";"Premium";"Doctor";"Employed";"M";32260;"Suburban";"Married";113;8;99;4;"Personal Auto";601.124657;"Four-Door Car";"Medsize"
"California";4974.801539;"Yes";"Basic";"Bachelor";"Employed";"M";75644;"Suburban";"Divorced";65;5;68;9;"Personal Auto";467.803638;"Two-Door Car";"Medsize"
"Oregon";2506.197852;"No";"Basic";"High School or Below";"Employed";"M";92056;"Rural";"Married";62;21;1;1;"Personal Auto";89.398794;"Four-Door Car";"Medsize"
"California";4967.544169;"No";"Basic";"College";"Employed";"F";28524;"Suburban";"Married";62;26;45;9;"Personal Auto";297.6;"Four-Door Car";"Medsize"
"California";1918.1197;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";61;2;54;1;"Personal Auto";439.2;"Two-Door Car";"Small"
"Oregon";3146.037899;"No";"Extended";"Bachelor";"Employed";"F";28089;"Suburban";"Single";82;11;72;1;"Personal Auto";411.856297;"Two-Door Car";"Medsize"
"California";5963.174005;"No";"Basic";"Bachelor";"Employed";"F";87020;"Urban";"Married";74;6;84;8;"Personal Auto";331.116399;"Four-Door Car";"Small"
"California";2860.747385;"No";"Basic";"Doctor";"Employed";"M";27907;"Suburban";"Divorced";74;3;38;1;"Personal Auto";406.439436;"Four-Door Car";"Medsize"
"Oregon";2857.11061;"No";"Basic";"Bachelor";"Employed";"F";91811;"Urban";"Married";70;1;85;1;"Personal Auto";333.7925;"Four-Door Car";"Medsize"
"California";7630.346461;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";111;21;20;8;"Special Auto";799.2;"SUV";"Large"
"Oregon";5715.787663;"No";"Basic";"College";"Employed";"M";69451;"Urban";"Married";72;3;93;5;"Corporate Auto";230.241775;"Four-Door Car";"Medsize"
"Arizona";5113.899098;"No";"Basic";"Bachelor";"Employed";"M";92427;"Rural";"Married";64;2;48;3;"Personal Auto";126.049033;"Four-Door Car";"Large"
"Arizona";5070.227097;"No";"Basic";"Doctor";"Unemployed";"F";0;"Suburban";"Divorced";69;8;24;6;"Personal Auto";331.2;"Four-Door Car";"Small"
"Oregon";12036.62051;"Yes";"Basic";"Bachelor";"Employed";"M";44428;"Suburban";"Single";104;17;61;2;"Special Auto";499.2;"SUV";"Medsize"
"Oregon";8679.79601;"No";"Basic";"High School or Below";"Employed";"F";55842;"Suburban";"Married";109;4;26;3;"Personal Auto";703.118925;"SUV";"Medsize"
"Oregon";4911.458509;"No";"Basic";"College";"Employed";"M";52796;"Suburban";"Divorced";62;6;17;3;"Corporate Auto";297.6;"Four-Door Car";"Medsize"
"California";17429.87777;"No";"Basic";"Master";"Employed";"M";41775;"Rural";"Married";109;11;80;2;"Personal Auto";104.672657;"Sports Car";"Medsize"
"California";2396.219292;"Yes";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Married";66;6;71;1;"Corporate Auto";433.160284;"Four-Door Car";"Large"
"California";5671.927479;"No";"Basic";"High School or Below";"Employed";"F";34974;"Urban";"Married";71;7;36;3;"Special Auto";315.160937;"Four-Door Car";"Medsize"
"Washington";14413.37774;"No";"Basic";"College";"Employed";"F";56457;"Rural";"Single";73;27;68;2;"Personal Auto";138.460771;"Four-Door Car";"Large"
"Arizona";5217.513287;"Yes";"Basic";"Bachelor";"Employed";"F";39854;"Urban";"Divorced";66;6;4;7;"Personal Auto";261.930545;"Two-Door Car";"Medsize"
"California";2363.295991;"No";"Basic";"Bachelor";"Employed";"F";27839;"Suburban";"Married";65;20;54;1;"Personal Auto";312;"Two-Door Car";"Small"
"California";4655.605831;"No";"Basic";"High School or Below";"Employed";"M";88240;"Suburban";"Divorced";117;3;94;1;"Personal Auto";561.6;"SUV";"Small"
"Oregon";35692.17157;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Married";102;10;90;2;"Personal Auto";1123.212014;"SUV";"Medsize"
"California";10248.89802;"No";"Extended";"College";"Employed";"M";52693;"Suburban";"Married";129;1;0;5;"Personal Auto";619.2;"SUV";"Medsize"
"Oregon";6897.505859;"No";"Premium";"Bachelor";"Employed";"F";65337;"Suburban";"Married";173;9;22;1;"Personal Auto";830.4;"SUV";"Large"
"Oregon";5010.37931;"No";"Basic";"Bachelor";"Employed";"F";64014;"Urban";"Single";63;26;27;7;"Corporate Auto";295.871784;"Four-Door Car";"Large"
"Oregon";4250.282624;"Yes";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";61;17;1;7;"Personal Auto";292.8;"Four-Door Car";"Small"
"Oregon";10208.92761;"Yes";"Extended";"College";"Employed";"F";35482;"Suburban";"Married";129;21;59;3;"Corporate Auto";619.2;"SUV";"Medsize"
"Arizona";4961.574919;"No";"Basic";"High School or Below";"Employed";"F";20951;"Suburban";"Single";65;2;50;5;"Personal Auto";312;"Four-Door Car";"Small"
"Oregon";4476.81416;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Divorced";62;22;46;3;"Personal Auto";297.6;"Four-Door Car";"Medsize"
"Washington";2755.221411;"No";"Basic";"High School or Below";"Employed";"F";39393;"Suburban";"Married";70;24;56;1;"Special Auto";405.883346;"Four-Door Car";"Medsize"
"Oregon";8271.906799;"No";"Basic";"College";"Employed";"M";62912;"Rural";"Married";69;9;89;2;"Personal Auto";168.358644;"Two-Door Car";"Medsize"
"California";5927.389227;"No";"Premium";"High School or Below";"Employed";"M";33561;"Rural";"Divorced";152;6;30;1;"Corporate Auto";235.316581;"Sports Car";"Medsize"
"Washington";8548.30415;"No";"Basic";"High School or Below";"Employed";"F";53055;"Suburban";"Single";112;30;30;3;"Personal Auto";537.6;"SUV";"Small"
"Arizona";21283.6362;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Married";63;24;89;2;"Personal Auto";302.4;"Two-Door Car";"Large"
"Oregon";6446.706674;"No";"Extended";"High School or Below";"Employed";"F";55037;"Suburban";"Married";80;20;88;8;"Corporate Auto";481.823284;"Four-Door Car";"Medsize"
"Oregon";4484.254754;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";65;22;44;8;"Personal Auto";463.382118;"Four-Door Car";"Medsize"
"Oregon";30286.68586;"No";"Basic";"High School or Below";"Disabled";"F";27587;"Rural";"Divorced";103;14;34;2;"Corporate Auto";241.141192;"Sports Car";"Medsize"
"California";13840.16012;"No";"Basic";"High School or Below";"Medical Leave";"F";29658;"Suburban";"Divorced";119;20;66;2;"Personal Auto";571.2;"SUV";"Medsize"
"California";5391.775844;"No";"Basic";"College";"Employed";"F";63633;"Suburban";"Married";68;16;21;8;"Corporate Auto";374.024077;"Two-Door Car";"Medsize"
"California";3847.352801;"No";"Extended";"College";"Employed";"M";23459;"Rural";"Married";96;17;19;1;"Personal Auto";185.070399;"Four-Door Car";"Medsize"
"Nevada";6369.262355;"Yes";"Extended";"High School or Below";"Employed";"M";34498;"Suburban";"Single";83;30;72;7;"Personal Auto";398.4;"Two-Door Car";"Small"
"Arizona";5316.7566;"No";"Basic";"College";"Employed";"F";28559;"Suburban";"Married";66;5;1;5;"Corporate Auto";427.242973;"Four-Door Car";"Medsize"
"Oregon";5124.218174;"No";"Basic";"Doctor";"Employed";"M";73740;"Urban";"Divorced";64;23;3;3;"Personal Auto";229.272206;"Two-Door Car";"Medsize"
"Washington";4151.551337;"No";"Extended";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";125;23;64;1;"Personal Auto";900;"SUV";"Small"
"California";2594.905944;"No";"Basic";"College";"Retired";"F";25925;"Suburban";"Married";72;5;85;1;"Corporate Auto";660.587577;"Two-Door Car";"Small"
"Nevada";5763.265424;"No";"Extended";"Bachelor";"Employed";"M";31725;"Rural";"Single";76;31;9;5;"Personal Auto";177.234;"Two-Door Car";"Medsize"
"Washington";18370.57004;"No";"Extended";"College";"Employed";"M";49659;"Suburban";"Divorced";234;31;15;9;"Personal Auto";1684.8;"Luxury Car";"Large"
"California";21923.12272;"No";"Basic";"Bachelor";"Employed";"M";81197;"Rural";"Married";109;2;42;2;"Personal Auto";94.731199;"Sports Car";"Small"
"Arizona";10546.65545;"No";"Extended";"Master";"Employed";"F";43922;"Rural";"Married";88;26;88;2;"Personal Auto";108.701381;"Four-Door Car";"Medsize"
"Nevada";8388.717011;"No";"Basic";"Bachelor";"Employed";"F";87123;"Rural";"Married";69;13;87;2;"Corporate Auto";118.468275;"Four-Door Car";"Large"
"Oregon";7188.607263;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Urban";"Married";66;15;24;2;"Personal Auto";278.574142;"Four-Door Car";"Medsize"
"Oregon";3238.929524;"No";"Extended";"Master";"Employed";"F";68745;"Suburban";"Married";80;5;42;1;"Personal Auto";473.613006;"Four-Door Car";"Medsize"
"California";10960.93667;"No";"Extended";"College";"Employed";"F";29815;"Rural";"Single";95;35;18;2;"Personal Auto";76.175672;"Four-Door Car";"Medsize"
"Oregon";2660.931663;"No";"Basic";"High School or Below";"Employed";"F";53333;"Rural";"Married";66;4;34;1;"Personal Auto";22.945038;"Two-Door Car";"Medsize"
"Oregon";2004.350666;"Yes";"Basic";"College";"Unemployed";"F";0;"Suburban";"Divorced";66;16;35;1;"Personal Auto";316.8;"Four-Door Car";"Small"
"Washington";15483.52986;"No";"Basic";"High School or Below";"Employed";"M";24661;"Suburban";"Married";196;6;28;7;"Personal Auto";1961.162049;"Luxury SUV";"Medsize"
"Oregon";8940.579278;"No";"Basic";"Bachelor";"Employed";"M";95351;"Urban";"Married";111;31;74;5;"Personal Auto";406.48025;"Sports Car";"Medsize"
"Washington";5083.789524;"No";"Basic";"Bachelor";"Employed";"F";62088;"Rural";"Married";64;6;28;4;"Corporate Auto";73.258034;"Two-Door Car";"Medsize"
"Nevada";9031.214859;"Yes";"Extended";"Master";"Unemployed";"F";0;"Suburban";"Single";122;15;47;9;"Personal Auto";650.52179;"Sports Car";"Medsize"
"Oregon";32098.32209;"No";"Basic";"College";"Employed";"M";31503;"Suburban";"Married";105;17;74;2;"Personal Auto";504;"SUV";"Medsize"
"Oregon";22332.43946;"Yes";"Extended";"College";"Employed";"M";49078;"Suburban";"Single";97;10;3;2;"Corporate Auto";484.013411;"Four-Door Car";"Medsize"
"Nevada";8560.162384;"No";"Basic";"High School or Below";"Retired";"F";28120;"Suburban";"Married";112;7;52;3;"Personal Auto";537.6;"SUV";"Medsize"
"California";7714.623619;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";106;3;90;8;"Personal Auto";763.2;"Sports Car";"Medsize"
"California";2936.993695;"No";"Extended";"Bachelor";"Employed";"M";44369;"Urban";"Divorced";77;7;35;1;"Personal Auto";362.276183;"Four-Door Car";"Medsize"
"Washington";5112.104787;"No";"Basic";"High School or Below";"Disabled";"M";15131;"Suburban";"Married";67;14;13;9;"Personal Auto";321.6;"Four-Door Car";"Large"
"California";5119.901412;"No";"Basic";"Bachelor";"Employed";"F";26890;"Suburban";"Married";65;28;37;4;"Personal Auto";312;"Two-Door Car";"Small"
"California";2494.869528;"No";"Basic";"Doctor";"Employed";"M";45855;"Rural";"Married";62;0;26;1;"Personal Auto";0.887629;"Four-Door Car";"Large"
"Oregon";23594.6802;"Yes";"Basic";"Bachelor";"Employed";"M";76358;"Rural";"Married";66;25;3;2;"Corporate Auto";86.461582;"Four-Door Car";"Medsize"
"California";5656.203464;"No";"Basic";"Bachelor";"Employed";"F";45586;"Urban";"Divorced";72;17;20;4;"Personal Auto";203.42306;"Four-Door Car";"Medsize"
"Nevada";15673.13621;"No";"Extended";"College";"Employed";"M";43267;"Suburban";"Married";78;8;10;2;"Special Auto";453.073096;"Four-Door Car";"Large"
"Oregon";8509.453945;"No";"Extended";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";82;15;20;2;"Personal Auto";590.4;"Four-Door Car";"Medsize"
"Oregon";6418.24871;"No";"Extended";"Master";"Employed";"M";46648;"Rural";"Divorced";81;8;26;7;"Personal Auto";123.576765;"Four-Door Car";"Medsize"
"Oregon";3055.70113;"No";"Extended";"High School or Below";"Employed";"F";42406;"Rural";"Married";77;15;49;1;"Corporate Auto";108.871857;"Four-Door Car";"Medsize"
"California";5746.05593;"No";"Basic";"Master";"Employed";"M";50798;"Rural";"Married";72;21;59;7;"Personal Auto";64.977867;"Four-Door Car";"Medsize"
"Oregon";23594.6802;"Yes";"Basic";"Bachelor";"Employed";"M";76358;"Rural";"Married";66;25;3;2;"Personal Auto";86.461582;"Four-Door Car";"Medsize"
"Oregon";6005.847375;"Yes";"Extended";"College";"Retired";"M";13528;"Suburban";"Single";86;21;35;3;"Personal Auto";412.8;"Four-Door Car";"Medsize"
"Oregon";5028.839465;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Rural";"Married";67;21;85;8;"Personal Auto";80.753763;"Four-Door Car";"Medsize"
"California";3409.677392;"No";"Extended";"Bachelor";"Employed";"F";85023;"Suburban";"Married";85;4;69;1;"Personal Auto";408;"Four-Door Car";"Medsize"
"Oregon";4348.139173;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";62;20;9;7;"Corporate Auto";675.661163;"Four-Door Car";"Small"
"Nevada";8337.194193;"No";"Basic";"High School or Below";"Employed";"F";74460;"Suburban";"Married";69;3;25;2;"Corporate Auto";331.2;"Two-Door Car";"Medsize"
"Nevada";2346.675378;"No";"Basic";"Bachelor";"Medical Leave";"M";22932;"Suburban";"Married";62;2;97;1;"Personal Auto";297.6;"Four-Door Car";"Small"
"Arizona";4991.035369;"No";"Basic";"College";"Employed";"F";54189;"Rural";"Married";62;11;84;3;"Personal Auto";29.035528;"Two-Door Car";"Medsize"
"California";2879.505701;"No";"Basic";"College";"Employed";"M";42247;"Suburban";"Divorced";74;4;52;1;"Personal Auto";355.2;"Two-Door Car";"Small"
"California";3482.038245;"No";"Extended";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";96;31;85;1;"Personal Auto";726.132858;"Four-Door Car";"Medsize"
"California";8216.391903;"No";"Premium";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";117;3;33;9;"Personal Auto";983.127481;"Four-Door Car";"Medsize"
"Oregon";3155.45562;"No";"Extended";"Bachelor";"Employed";"M";36706;"Suburban";"Married";80;19;67;1;"Personal Auto";488.296267;"Four-Door Car";"Medsize"
"Arizona";5292.202092;"No";"Basic";"College";"Employed";"M";67899;"Suburban";"Married";66;5;31;6;"Corporate Auto";316.8;"Four-Door Car";"Medsize"
"Oregon";6553.943457;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";61;4;68;2;"Corporate Auto";365.820487;"Two-Door Car";"Medsize"
"Washington";7618.442045;"No";"Basic";"College";"Employed";"F";41900;"Urban";"Married";63;0;34;2;"Corporate Auto";170.496071;"Four-Door Car";"Large"
"Nevada";24610.78085;"No";"Extended";"Bachelor";"Employed";"M";72786;"Urban";"Married";76;10;9;2;"Personal Auto";363.845631;"Four-Door Car";"Medsize"
"Oregon";3142.81161;"No";"Extended";"College";"Employed";"F";60108;"Suburban";"Married";78;0;63;1;"Personal Auto";507.060901;"Four-Door Car";"Medsize"
"Arizona";32021.40422;"No";"Basic";"High School or Below";"Employed";"F";31433;"Suburban";"Married";100;5;23;2;"Personal Auto";635.020091;"SUV";"Small"
"Washington";5096.700181;"No";"Basic";"College";"Employed";"F";27940;"Rural";"Married";65;21;3;4;"Personal Auto";27.66775;"Two-Door Car";"Medsize"
"California";4889.609695;"No";"Extended";"High School or Below";"Employed";"F";51246;"Suburban";"Married";122;4;89;1;"Personal Auto";817.692013;"SUV";"Medsize"
"Oregon";5112.570311;"No";"Basic";"Bachelor";"Employed";"M";56587;"Suburban";"Divorced";65;4;88;6;"Personal Auto";312;"Four-Door Car";"Medsize"
"Arizona";2725.322949;"No";"Basic";"High School or Below";"Employed";"F";45025;"Suburban";"Married";69;35;85;1;"Personal Auto";452.271771;"Four-Door Car";"Medsize"
"California";9780.852337;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";132;13;47;3;"Corporate Auto";950.4;"SUV";"Medsize"
"Arizona";15042.57658;"No";"Premium";"Bachelor";"Employed";"F";22799;"Suburban";"Married";190;10;75;6;"Corporate Auto";912;"SUV";"Medsize"
"Oregon";5308.291752;"No";"Basic";"Doctor";"Employed";"M";82601;"Urban";"Divorced";66;9;38;3;"Personal Auto";186.387874;"Four-Door Car";"Medsize"
"Oregon";19160.98994;"Yes";"Extended";"Master";"Employed";"F";22705;"Suburban";"Divorced";239;19;59;7;"Personal Auto";1294.700423;"Luxury SUV";"Medsize"
"Oregon";3324.551776;"No";"Extended";"High School or Below";"Unemployed";"M";0;"Suburban";"Married";92;13;17;1;"Personal Auto";441.6;"Two-Door Car";"Medsize"
"California";3791.549972;"No";"Extended";"College";"Employed";"F";41212;"Urban";"Married";95;13;27;1;"Personal Auto";405.443681;"Four-Door Car";"Medsize"
"Arizona";7600.034998;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";70;3;94;2;"Personal Auto";504;"Four-Door Car";"Medsize"
"California";6950.100195;"No";"Extended";"High School or Below";"Employed";"F";21687;"Suburban";"Married";88;10;68;8;"Personal Auto";603.100479;"Four-Door Car";"Medsize"
"California";4605.036646;"Yes";"Basic";"College";"Medical Leave";"F";22571;"Suburban";"Single";63;29;51;9;"Personal Auto";302.4;"Four-Door Car";"Large"
"Oregon";5864.381825;"No";"Basic";"High School or Below";"Employed";"F";72032;"Suburban";"Married";72;10;73;4;"Personal Auto";438.149129;"Four-Door Car";"Medsize"
"Washington";15374.18296;"No";"Extended";"Bachelor";"Employed";"F";42570;"Urban";"Married";128;5;52;2;"Personal Auto";587.409205;"SUV";"Large"
"Arizona";3230.576665;"Yes";"Extended";"College";"Employed";"M";62873;"Urban";"Divorced";81;0;41;1;"Corporate Auto";207.75186;"Four-Door Car";"Medsize"
"Oregon";9294.54951;"No";"Extended";"Bachelor";"Employed";"F";21370;"Rural";"Married";77;1;35;2;"Corporate Auto";105.181202;"Four-Door Car";"Medsize"
"Arizona";2504.871709;"No";"Basic";"Bachelor";"Employed";"F";66081;"Rural";"Single";64;31;92;1;"Personal Auto";42.029731;"Four-Door Car";"Small"
"Oregon";7081.690974;"No";"Extended";"Master";"Employed";"F";93854;"Suburban";"Married";87;18;41;9;"Corporate Auto";417.6;"Two-Door Car";"Large"
"Arizona";9560.049227;"No";"Extended";"Doctor";"Disabled";"F";19429;"Suburban";"Married";122;18;21;9;"Special Auto";683.45551;"SUV";"Small"
"California";6756.062791;"No";"Extended";"Bachelor";"Employed";"F";46879;"Urban";"Married";86;3;62;3;"Personal Auto";324.944098;"Four-Door Car";"Medsize"
"Oregon";5290.666331;"No";"Basic";"Bachelor";"Employed";"M";36791;"Suburban";"Divorced";68;26;62;3;"Personal Auto";326.4;"Four-Door Car";"Medsize"
"California";8391.133455;"No";"Premium";"High School or Below";"Employed";"M";40211;"Suburban";"Married";106;5;98;6;"Personal Auto";710.740743;"Two-Door Car";"Small"
"Arizona";21151.2328;"No";"Extended";"College";"Employed";"M";48642;"Rural";"Married";77;23;69;2;"Personal Auto";92.307736;"Four-Door Car";"Medsize"
"California";9264.32766;"No";"Premium";"College";"Employed";"M";69063;"Suburban";"Married";115;12;65;3;"Personal Auto";552;"Two-Door Car";"Small"
"Arizona";2853.600347;"No";"Basic";"Doctor";"Employed";"F";87455;"Urban";"Divorced";71;10;46;1;"Corporate Auto";329.238904;"Four-Door Car";"Medsize"
"Washington";6245.443568;"No";"Extended";"High School or Below";"Employed";"M";80101;"Suburban";"Single";79;16;8;3;"Personal Auto";442.9167;"Four-Door Car";"Medsize"
"California";2129.063055;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Divorced";61;13;81;1;"Corporate Auto";292.8;"Four-Door Car";"Medsize"
"Nevada";14789.61805;"No";"Extended";"College";"Employed";"M";51817;"Suburban";"Divorced";129;20;78;2;"Personal Auto";712.833284;"SUV";"Small"
"Arizona";5324.38786;"No";"Basic";"Bachelor";"Employed";"F";31561;"Suburban";"Divorced";68;8;62;7;"Personal Auto";326.4;"Four-Door Car";"Medsize"
"Arizona";2862.729074;"No";"Basic";"Doctor";"Employed";"F";64640;"Urban";"Divorced";73;5;94;1;"Personal Auto";327.912134;"Four-Door Car";"Medsize"
"California";8614.686004;"No";"Basic";"Master";"Employed";"F";64220;"Rural";"Married";107;3;86;7;"Personal Auto";48.782626;"SUV";"Medsize"
"Oregon";4931.503095;"No";"Basic";"College";"Employed";"M";33580;"Suburban";"Married";62;17;77;3;"Corporate Auto";315.326222;"Four-Door Car";"Medsize"
